model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel
mp_headgear_58a_lee,hat,58,65,0,,mp_headgear_58a_lee_lob,,m/mtl_mp_headgear_58a,,lee,,,,,,,,
mp_headgear_58a_martin,hat,58,65,0,,mp_headgear_58a_martin_lob,,m/mtl_mp_headgear_58a,,martin,,,,,,,,
mp_headgear_58a_pas,hat,58,65,0,,mp_headgear_58a_pas_lob,,m/mtl_mp_headgear_58a,,pas,,,,,,,,
mp_headgear_58a_waters,hat,58,65,0,,mp_headgear_58a_waters_lob,,m/mtl_mp_headgear_58a,,waters,,,,,,,,
mp_headgear_58a_young,hat,58,65,0,,mp_headgear_58a_young_lob,,m/mtl_mp_headgear_58a,,young,,,,,,,,
mp_headgear_59a_barton,hat,59,66,0,,mp_headgear_59a_barton_lob,,m/mtl_mp_headgear_59a,,barton,,,,,,,,
mp_headgear_59a_basara,hat,59,66,0,,mp_headgear_59a_basara_lob,,m/mtl_mp_headgear_59a,,basara,,,,,,,,
mp_headgear_59a_chen,hat,59,66,0,,mp_headgear_59a_chen_lob,,m/mtl_mp_headgear_59a,,chen,,,,,,,,
mp_headgear_59a_clark,hat,59,66,0,,mp_headgear_59a_clark_lob,,m/mtl_mp_headgear_59a,,clark,,,,,,,,
mp_headgear_59a_cormack,hat,59,66,0,,mp_headgear_59a_cormack_lob,,m/mtl_mp_headgear_59a,,cormack,,,,,,,,
mp_headgear_59a_coyle,hat,59,66,0,,mp_headgear_59a_coyle_lob,,m/mtl_mp_headgear_59a,,coyle,,,,,,,,
mp_headgear_59a_davis,hat,59,66,0,,mp_headgear_59a_davis_lob,,m/mtl_mp_headgear_59a,,davis,,,,,,,,
mp_headgear_59a_gideon,hat,59,66,0,,mp_headgear_59a_gideon_lob,,m/mtl_mp_headgear_59a,,gideon,,,,,,,,
mp_headgear_59a_gots,hat,59,66,0,,mp_headgear_59a_gots_lob,,m/mtl_mp_headgear_59a,,illana,,,,,,,,
mp_headgear_59a_hanks,hat,59,66,0,,mp_headgear_59a_hanks_lob,,m/mtl_mp_headgear_59a,,hanks,,,,,,,,
mp_headgear_59a_kang,hat,59,66,0,,mp_headgear_59a_kang_lob,,m/mtl_mp_headgear_59a,,kang,,,,,,,,
mp_headgear_59a_kva,hat,59,66,0,,mp_headgear_59a_kva_lob,,m/mtl_mp_headgear_59a,,kva_head,,,,,,,,
mp_headgear_59a_lee,hat,59,66,0,,mp_headgear_59a_lee_lob,,m/mtl_mp_headgear_59a,,lee,,,,,,,,
mp_headgear_59a_martin,hat,59,66,0,,mp_headgear_59a_martin_lob,,m/mtl_mp_headgear_59a,,martin,,,,,,,,
mp_headgear_59a_pas,hat,59,66,0,,mp_headgear_59a_pas_lob,,m/mtl_mp_headgear_59a,,pas,,,,,,,,
mp_headgear_59a_waters,hat,59,66,0,,mp_headgear_59a_waters_lob,,m/mtl_mp_headgear_59a,,waters,,,,,,,,
mp_headgear_59a_young,hat,59,66,0,,mp_headgear_59a_young_lob,,m/mtl_mp_headgear_59a,,young,,,,,,,,
mp_headgear_65a_barton,hat,60,67,0,,mp_headgear_65a_barton_lob,,m/mtl_mp_headgear_65a,,barton,,,,,,,,
mp_headgear_65a_basara,hat,60,67,0,,mp_headgear_65a_basara_lob,,m/mtl_mp_headgear_65a,,basara,,,,,,,,
mp_headgear_65a_chen,hat,60,67,0,,mp_headgear_65a_chen_lob,,m/mtl_mp_headgear_65a,,chen,,,,,,,,
mp_headgear_65a_clark,hat,60,67,0,,mp_headgear_65a_clark_lob,,m/mtl_mp_headgear_65a,,clark,,,,,,,,
mp_headgear_65a_cormack,hat,60,67,0,,mp_headgear_65a_cormack_lob,,m/mtl_mp_headgear_65a,,cormack,,,,,,,,
mp_headgear_65a_coyle,hat,60,67,0,,mp_headgear_65a_coyle_lob,,m/mtl_mp_headgear_65a,,coyle,,,,,,,,
mp_headgear_65a_davis,hat,60,67,0,,mp_headgear_65a_davis_lob,,m/mtl_mp_headgear_65a,,davis,,,,,,,,
mp_headgear_65a_gideon,hat,60,67,0,,mp_headgear_65a_gideon_lob,,m/mtl_mp_headgear_65a,,gideon,,,,,,,,
mp_headgear_65a_gots,hat,60,67,0,,mp_headgear_65a_gots_lob,,m/mtl_mp_headgear_65a,,illana,,,,,,,,
mp_headgear_65a_hanks,hat,60,67,0,,mp_headgear_65a_hanks_lob,,m/mtl_mp_headgear_65a,,hanks,,,,,,,,
mp_headgear_65a_kang,hat,60,67,0,,mp_headgear_65a_kang_lob,,m/mtl_mp_headgear_65a,,kang,,,,,,,,
mp_headgear_65a_kva,hat,60,67,0,,mp_headgear_65a_kva_lob,,m/mtl_mp_headgear_65a,,kva_head,,,,,,,,
mp_headgear_65a_lee,hat,60,67,0,,mp_headgear_65a_lee_lob,,m/mtl_mp_headgear_65a,,lee,,,,,,,,
mp_headgear_65a_martin,hat,60,67,0,,mp_headgear_65a_martin_lob,,m/mtl_mp_headgear_65a,,martin,,,,,,,,
mp_headgear_65a_pas,hat,60,67,0,,mp_headgear_65a_pas_lob,,m/mtl_mp_headgear_65a,,pas,,,,,,,,
mp_headgear_65a_waters,hat,60,67,0,,mp_headgear_65a_waters_lob,,m/mtl_mp_headgear_65a,,waters,,,,,,,,
mp_headgear_65a_young,hat,60,67,0,,mp_headgear_65a_young_lob,,m/mtl_mp_headgear_65a,,young,,,,,,,,
mp_headgear_66_basara,hat,61,68,0,,mp_headgear_66_basara_lob,,m/mtl_mp_headgear_66a,,basara,,,,,,,,
mp_headgear_66_chen,hat,61,68,0,,mp_headgear_66_chen_lob,,m/mtl_mp_headgear_66a,,chen,,,,,,,,
mp_headgear_66_clark,hat,61,68,0,,mp_headgear_66_clark_lob,,m/mtl_mp_headgear_66a,,clark,,,,,,,,
mp_headgear_66_cormack,hat,61,68,0,,mp_headgear_66_cormack_lob,,m/mtl_mp_headgear_66a,,cormack,,,,,,,,
mp_headgear_66_coyle,hat,61,68,0,,mp_headgear_66_coyle_lob,,m/mtl_mp_headgear_66a,,coyle,,,,,,,,
mp_headgear_66_davis,hat,61,68,0,,mp_headgear_66_davis_lob,,m/mtl_mp_headgear_66a,,davis,,,,,,,,
mp_headgear_66_gideon,hat,61,68,0,,mp_headgear_66_gideon_lob,,m/mtl_mp_headgear_66a,,gideon,,,,,,,,
mp_headgear_66_gots,hat,61,68,0,,mp_headgear_66_gots_lob,,m/mtl_mp_headgear_66a,,illana,,,,,,,,
mp_headgear_66_hanks,hat,61,68,0,,mp_headgear_66_hanks_lob,,m/mtl_mp_headgear_66a,,hanks,,,,,,,,
mp_headgear_66_kang,hat,61,68,0,,mp_headgear_66_kang_lob,,m/mtl_mp_headgear_66a,,kang,,,,,,,,
mp_headgear_66_kva,hat,61,68,0,,mp_headgear_66_kva_lob,,m/mtl_mp_headgear_66a,,kva_head,,,,,,,,
mp_headgear_66_lee,hat,61,68,0,,mp_headgear_66_lee_lob,,m/mtl_mp_headgear_66a,,lee,,,,,,,,
mp_headgear_66_martin,hat,61,68,0,,mp_headgear_66_martin_lob,,m/mtl_mp_headgear_66a,,martin,,,,,,,,
mp_headgear_66_pas,hat,61,68,0,,mp_headgear_66_pas_lob,,m/mtl_mp_headgear_66a,,pas,,,,,,,,
mp_headgear_66_waters,hat,61,68,0,,mp_headgear_66_waters_lob,,m/mtl_mp_headgear_66a,,waters,,,,,,,,
mp_headgear_66_young,hat,61,68,0,,mp_headgear_66_young_lob,,m/mtl_mp_headgear_66a,,young,,,,,,,,
mp_headgear_66a_barton,hat,61,68,0,,mp_headgear_66a_barton_lob,,m/mtl_mp_headgear_66a,,barton,,,,,,,,
mp_headgear_f_67a,hat,62,69,0,,mp_headgear_f_67a_lob,,m/mtl_mp_headgear_67a,,female,,,,,,,,
mp_headgear_m_67a,hat,62,69,0,,mp_headgear_m_67a_lob,,m/mtl_mp_headgear_67a,,!female,,,,,,,,
mp_headgear_f_68a,hat,63,70,0,,mp_headgear_f_68a_lob,,m/mtl_mp_headgear_68a,,female,,,,,,,,
mp_headgear_m_68a,hat,63,70,0,,mp_headgear_m_68a_lob,,m/mtl_mp_headgear_68a,,!female,,,,,,,,
mp_headgear_f_53xmas,hat,64,71,0,,mp_headgear_f_53xmas_lob,,m/mtl_mp_headgear_53xmas,,female,,,,,,,,
mp_headgear_m_53xmas,hat,64,71,0,,mp_headgear_m_53xmas_lob,,m/mtl_mp_headgear_53xmas,,!female,,,,,,,,
mp_headgear_70a_barton,hat,65,72,0,,mp_headgear_70a_barton_lob,,m/mtl_mp_headgear_70a_mask,,barton,,,,,,,,
mp_headgear_70a_basara,hat,65,72,0,,mp_headgear_70a_basara_lob,,m/mtl_mp_headgear_70a_mask,,basara,,,,,,,,
mp_headgear_70a_chen,hat,65,72,0,,mp_headgear_70a_chen_lob,,m/mtl_mp_headgear_70a_mask,,chen,,,,,,,,
mp_headgear_70a_clark,hat,65,72,0,,mp_headgear_70a_clark_lob,,m/mtl_mp_headgear_70a_mask,,clark,,,,,,,,
mp_headgear_70a_cormack,hat,65,72,0,,mp_headgear_70a_cormack_lob,,m/mtl_mp_headgear_70a_mask,,cormack,,,,,,,,
mp_headgear_70a_coyle,hat,65,72,0,,mp_headgear_70a_coyle_lob,,m/mtl_mp_headgear_70a_mask,,coyle,,,,,,,,
mp_headgear_70a_davis,hat,65,72,0,,mp_headgear_70a_davis_lob,,m/mtl_mp_headgear_70a_mask,,davis,,,,,,,,
mp_headgear_70a_gideon,hat,65,72,0,,mp_headgear_70a_gideon_lob,,m/mtl_mp_headgear_70a_mask,,gideon,,,,,,,,
mp_headgear_70a_gots,hat,65,72,0,,mp_headgear_70a_gots_lob,,m/mtl_mp_headgear_70a_mask,,illana,,,,,,,,
mp_headgear_70a_hanks,hat,65,72,0,,mp_headgear_70a_hanks_lob,,m/mtl_mp_headgear_70a_mask,,hanks,,,,,,,,
mp_headgear_70a_kang,hat,65,72,0,,mp_headgear_70a_kang_lob,,m/mtl_mp_headgear_70a_mask,,kang,,,,,,,,
mp_headgear_70a_kva,hat,65,72,0,,mp_headgear_70a_kva_lob,,m/mtl_mp_headgear_70a_mask,,kva_head,,,,,,,,
mp_headgear_70a_lee,hat,65,72,0,,mp_headgear_70a_lee_lob,,m/mtl_mp_headgear_70a_mask,,lee,,,,,,,,
mp_headgear_70a_martin,hat,65,72,0,,mp_headgear_70a_martin_lob,,m/mtl_mp_headgear_70a_mask,,martin,,,,,,,,
mp_headgear_70a_pas,hat,65,72,0,,mp_headgear_70a_pas_lob,,m/mtl_mp_headgear_70a_mask,,pas,,,,,,,,
mp_headgear_70a_waters,hat,65,72,0,,mp_headgear_70a_waters_lob,,m/mtl_mp_headgear_70a_mask,,waters,,,,,,,,
mp_headgear_70a_young,hat,65,72,0,,mp_headgear_70a_young_lob,,m/mtl_mp_headgear_70a_mask,,young,,,,,,,,
mp_loadouts_m_01a,gear,1,1,1,none,mp_loadouts_m_01a_lob,,m/mtl_mp_loadouts_01a,,!female,,,,,,,,
mp_loadouts_f_01a,gear,1,1,1,,mp_loadouts_f_01a_lob,,m/mtl_mp_loadouts_01a,,female,,,,,,,,
mp_loadouts_f_18a,gear,2,2,1,,mp_loadouts_f_18a_lob,,,,female,,,,,,,,
mp_loadouts_m_18a,gear,2,2,1,,mp_loadouts_m_18a_lob,,,,!female,,,,,,,,
mp_loadouts_f_05a,gear,3,3,1,,mp_loadouts_f_05a_lob,,m/mtl_mp_loadouts_05a,,female,,,,,,,,
mp_loadouts_m_05a,gear,3,3,1,,mp_loadouts_m_05a_lob,,m/mtl_mp_loadouts_05a,,!female,,,,,,,,
mp_loadouts_f_21a,gear,4,4,1,,mp_loadouts_f_21a_lob,,m/mtl_mp_loadouts_21a,,female,,,,,,,,
mp_loadouts_m_21a,gear,4,4,1,,mp_loadouts_m_21a_lob,,m/mtl_mp_loadouts_21a,,!female,,,,,,,,
mp_loadouts_f_07a,gear,5,5,1,,mp_loadouts_f_07a_lob,,m/mtl_mp_loadouts_07a,,female,,,,,,,,
mp_loadouts_m_07a,gear,5,5,1,,mp_loadouts_m_07a_lob,,m/mtl_mp_loadouts_07a,,!female,,,,,,,,
mp_loadouts_f_19a,gear,6,6,1,,mp_loadouts_f_19a_lob,,m/mtl_mp_loadouts_19a,,female,,,,,,,,
mp_loadouts_m_19a,gear,6,6,1,,mp_loadouts_m_19a_lob,,m/mtl_mp_loadouts_19a,,!female,,,,,,,,
mp_loadouts_f_29a,gear,7,7,1,,mp_loadouts_f_29a_lob,,m/mtl_mp_loadouts_29a,,female,,,,,,,,
mp_loadouts_m_29a,gear,7,7,1,,mp_loadouts_m_29a_lob,,m/mtl_mp_loadouts_29a,,!female,,,,,,,,
mp_loadouts_f_02a,gear,8,8,1,,mp_loadouts_f_02a_lob,,m/mtl_mp_loadouts_02a,,female,,,,,,,,
mp_loadouts_m_02a,gear,8,8,1,,mp_loadouts_m_02a_lob,,m/mtl_mp_loadouts_02a,,!female,,,,,,,,
mp_loadouts_f_35a,gear,9,9,1,,mp_loadouts_f_35a_lob,,m/mtl_mp_loadouts_35a,,female,,,,,,,,
mp_loadouts_m_35a,gear,9,9,1,,mp_loadouts_m_35a_lob,,m/mtl_mp_loadouts_35a,,!female,,,,,,,,
mp_loadouts_f_37j,gear,10,10,1,,mp_loadouts_f_37j_lob,,,,female,,,,,,,,
mp_loadouts_m_37j,gear,10,10,1,,mp_loadouts_m_37j_lob,,,,!female,,,,,,,,
mp_loadouts_f_31a,gear,11,11,1,,mp_loadouts_f_31a_lob,,,,female,,,,,,,,
mp_loadouts_m_31a,gear,11,11,1,,mp_loadouts_m_31a_lob,,,,!female,,,,,,,,
mp_loadouts_f_33a,gear,12,12,1,,mp_loadouts_f_33a_lob,,m/mtl_mp_loadouts_33a,,female,,,,,,,,
mp_loadouts_m_33a,gear,12,12,1,,mp_loadouts_m_33a_lob,,m/mtl_mp_loadouts_33a,,!female,,,,,,,,
mp_loadouts_f_04a,gear,13,13,1,,mp_loadouts_f_04a_lob,,m/mtl_mp_loadouts_04a,,female,,,,,,,,
mp_loadouts_m_04a,gear,13,13,1,,mp_loadouts_m_04a_lob,,m/mtl_mp_loadouts_04a,,!female,,,,,,,,
mp_loadouts_f_20a,gear,14,14,1,,mp_loadouts_f_20a_lob,,,,female,,,,,,,,
mp_loadouts_m_20a,gear,14,14,1,,mp_loadouts_m_20a_lob,,,,!female,,,,,,,,
mp_loadouts_f_03a,gear,15,15,1,,mp_loadouts_f_03a_lob,,m/mtl_mp_loadouts_03a,,female,,,,,,,,
mp_loadouts_m_03a,gear,15,15,1,,mp_loadouts_m_03a_lob,,m/mtl_mp_loadouts_03a,,!female,,,,,,,,
mp_loadouts_f_27a,gear,16,16,1,,mp_loadouts_f_27a_lob,,m/mtl_mp_loadouts_27a,,female,,,,,,,,
mp_loadouts_m_27a,gear,16,16,1,,mp_loadouts_m_27a_lob,,m/mtl_mp_loadouts_27a,,!female,,,,,,,,
mp_loadouts_f_08a,gear,17,17,1,,mp_loadouts_f_08a_lob,,m/mtl_mp_loadouts_08a,,female,,,,,,,,
mp_loadouts_m_08a,gear,17,17,1,,mp_loadouts_m_08a_lob,,m/mtl_mp_loadouts_08a,,!female,,,,,,,,
mp_loadouts_f_39a,gear,18,18,1,,mp_loadouts_f_39a_lob,,m/mtl_mp_loadouts_39a,,female,,,,,,,,
mp_loadouts_m_39a,gear,18,18,1,,mp_loadouts_m_39a_lob,,m/mtl_mp_loadouts_39a,,!female,,,,,,,,
mp_loadouts_f_26a,gear,19,19,1,,mp_loadouts_f_26a_lob,,m/mtl_mp_loadouts_26a,,female,,,,,,,,
mp_loadouts_m_26a,gear,19,19,1,,mp_loadouts_m_26a_lob,,m/mtl_mp_loadouts_26a,,!female,,,,,,,,
mp_loadouts_f_40a,gear,20,20,1,,mp_loadouts_f_40a_lob,,m/mtl_mp_loadouts_40a,,female,,,,,,,,
mp_loadouts_m_40a,gear,20,20,1,,mp_loadouts_m_40a_lob,,m/mtl_mp_loadouts_40a,,!female,,,,,,,,
mp_loadouts_f_41a,gear,21,21,1,,mp_loadouts_f_41a_lob,,m/mtl_mp_loadouts_41a,,female,,,,,,,,
mp_loadouts_m_41a,gear,21,21,1,,mp_loadouts_m_41a_lob,,m/mtl_mp_loadouts_41a,,!female,,,,,,,,
mp_loadouts_f_42a,gear,22,22,1,,mp_loadouts_f_42a_lob,,m/mtl_mp_loadouts_42a,,female,,,,,,,,
mp_loadouts_m_42a,gear,22,22,1,,mp_loadouts_m_42a_lob,,m/mtl_mp_loadouts_42a,,!female,,,,,,,,
mp_loadouts_f_43a,gear,23,23,1,,mp_loadouts_f_43a_lob,,m/mtl_mp_loadouts_43a,,female,,,,,,,,
mp_loadouts_m_43a,gear,23,23,1,,mp_loadouts_m_43a_lob,,m/mtl_mp_loadouts_43a,,!female,,,,,,,,
mp_loadouts_f_44a,gear,24,24,1,,mp_loadouts_f_44a_lob,,m/mtl_mp_loadouts_44a,,female,,,,,,,,
mp_loadouts_m_44a,gear,24,24,1,,mp_loadouts_m_44a_lob,,m/mtl_mp_loadouts_44a,,!female,,,,,,,,
mp_loadouts_f_46a,gear,25,25,1,,mp_loadouts_f_46a_lob,,m/mtl_mp_loadouts_46a,,female,,,,,,,,
mp_loadouts_m_46a,gear,25,25,1,,mp_loadouts_m_46a_lob,,m/mtl_mp_loadouts_46a,,!female,,,,,,,,
mp_loadouts_f_45a,gear,26,26,1,,mp_loadouts_f_45a_lob,,m/mtl_mp_loadouts_45a,,female,,,,,,,,
mp_loadouts_m_45a,gear,26,26,1,,mp_loadouts_m_45a_lob,,m/mtl_mp_loadouts_45a,,!female,,,,,,,,
mp_loadouts_f_47a,gear,27,27,1,,mp_loadouts_f_47a_lob,,m/mtl_mp_loadouts_47a,,female,,,,,,,,
mp_loadouts_m_47a,gear,27,27,1,,mp_loadouts_m_47a_lob,,m/mtl_mp_loadouts_47a,,!female,,,,,,,,
mp_loadouts_f_48a,gear,28,28,1,,mp_loadouts_f_48a_lob,,m/mtl_mp_loadouts_48a,,female,,,,,,,,
mp_loadouts_m_48a,gear,28,28,1,,mp_loadouts_m_48a_lob,,m/mtl_mp_loadouts_48a,,!female,,,,,,,,
mp_loadouts_f_50a,gear,29,30,1,,mp_loadouts_f_50a_lob,,m/mtl_mp_loadouts_50a,,female,,,,,,,,
mp_loadouts_m_50a,gear,29,30,1,,mp_loadouts_m_50a_lob,,m/mtl_mp_loadouts_50a,,!female,,,,,,,,
mp_loadouts_f_51a,gear,30,31,1,,mp_loadouts_f_51a_lob,,m/mtl_mp_loadouts_51_kraken,,female,,,,,,,,
mp_loadouts_m_51a,gear,30,31,1,,mp_loadouts_m_51a_lob,,m/mtl_mp_loadouts_51_kraken,,!female,,,,,,,,
mp_loadouts_f_29den,gear,31,32,1,,mp_loadouts_f_29den_lob,,m/mtl_mp_loadouts_29den,,female,,,,,,,,
mp_loadouts_m_29den,gear,31,32,1,,mp_loadouts_m_29den_lob,,m/mtl_mp_loadouts_29den,,!female,,,,,,,,
mp_loadouts_f_52a,gear,32,33,1,,mp_loadouts_f_52a_lob,,m/mtl_mp_loadouts_52a,,female,,,,,,,,
mp_loadouts_m_52a,gear,32,33,1,,mp_loadouts_m_52a_lob,,m/mtl_mp_loadouts_52a,,!female,,,,,,,,
mp_loadouts_f_49a,gear,33,34,1,,mp_loadouts_f_49a_lob,,m/mtl_mp_loadouts_49sam,,female,,,,,,,,
mp_loadouts_m_49a,gear,33,34,1,,mp_loadouts_m_49a_lob,,m/mtl_mp_loadouts_49sam,,!female,,,,,,,,
mp_loadouts_m_53a,gear,34,35,1,,mp_loadouts_m_53a_lob,,m/mtl_mp_loadouts_53a,,!female,,,,,,,,
mp_loadouts_m_53a,gear,34,35,1,,mp_loadouts_m_53a_lob,,m/mtl_mp_loadouts_53a,,female,,,,,,,,
mp_loadouts_f_39cards,gear,35,36,1,,mp_loadouts_f_39cards_lob,,m/mtl_mp_loadouts_39cards,,female,,,,,,,,
mp_loadouts_m_39cards,gear,35,36,1,,mp_loadouts_m_39cards_lob,,m/mtl_mp_loadouts_39cards,,!female,,,,,,,,
mp_loadouts_f_54a,gear,36,37,1,,mp_loadouts_f_54a_lob,,m/mtl_mp_loadouts_54a,,female,,,,,,,,
mp_loadouts_m_54a,gear,36,37,1,,mp_loadouts_m_54a_lob,,m/mtl_mp_loadouts_54a,,!female,,,,,,,,
mp_loadouts_f_55a,gear,37,38,1,,mp_loadouts_f_55a_lob,,m/mtl_mp_loadout_55a,,female,,,,,,,,
mp_loadouts_m_55a,gear,37,38,1,,mp_loadouts_m_55a_lob,,m/mtl_mp_loadout_55a,,!female,,,,,,,,
mp_loadouts_m_56a,gear,38,39,1,,mp_loadouts_m_56a_lob,,m/mtl_mp_loadouts_56a,,,,,,,,,,
mp_loadouts_m_57a,gear,39,40,1,,mp_loadouts_m_57a_lob,,m/mtl_mp_loadouts_57a,,,,,,,,,,
mp_loadouts_f_58a,gear,40,41,1,,mp_loadouts_f_58a_lob,,m/mtl_mp_loadouts_58a,,female,,,,,,,,
mp_loadouts_m_58a,gear,40,41,1,,mp_loadouts_m_58a_lob,,m/mtl_mp_loadouts_58a,,!female,,,,,,,,
mp_loadouts_m_59a,gear,41,42,1,,mp_loadouts_m_59a_lob,,m/mtl_mp_loadouts_59a,,!female,,,,,,,,
mp_loadouts_m_59a,gear,41,42,1,,mp_loadouts_m_59a_lob,,m/mtl_mp_loadouts_59a,,female,,,,,,,,
mp_loadouts_f_21xmas,gear,42,43,1,,mp_loadouts_f_21xmas_lob,,m/mtl_mp_loadouts_21xmas,,female,,,,,,,,
mp_loadouts_m_21xmas,gear,42,43,1,,mp_loadouts_m_21xmas_lob,,m/mtl_mp_loadouts_21xmas,,!female,,,,,,,,
mp_loadouts_m_18com,gear,43,44,1,,mp_loadouts_m_18com_lob,,m/mtl_mp_loadouts_18com,,!female,,,,,,,,
mp_loadouts_m_18com,gear,43,44,1,,mp_loadouts_m_18com_lob,,m/mtl_mp_loadouts_18com,,female,,,,,,,,
mp_kneepad_03a,kneepads,2,1,1,none,mp_kneepad_03a_lob,,m/mtl_mp_kneepads_03a,,,,,,,,,,
mp_kneepad_04a,kneepads,3,3,1,,mp_kneepad_04a_lob,,,,,,,,,,,,
mp_kneepad_06a,kneepads,4,4,1,,mp_kneepad_06a_lob,,m/mtl_mp_kneepads_06a,,,,,,,,,,
mp_kneepad_02a,kneepads,5,5,1,,mp_kneepad_02a_lob,,,,,,,,,,,,
mp_shinguard_07g,kneepads,6,6,1,,mp_shinguard_07g_lob,,m/mtl_mp_shinguards_07g,,,,,,,,,,
mp_shinguard_02a,kneepads,7,7,1,,mp_shinguard_02a_lob,,m/mtl_mp_shinguards_02a,,,,,,,,,,
mp_kneepad_05a,kneepads,8,8,1,,mp_kneepad_05a_lob,,m/mtl_mp_kneepads_05a,,,,,,,,,,
mp_kneepad_09b,kneepads,9,9,1,,mp_kneepad_09b_lob,,,,,,,,,,,,
mp_shinguard_05,kneepads,10,10,1,,mp_shinguard_05_lob,,m/mtl_mp_shinguards_05,,,,,,,,,,
mp_kneepad_01h,kneepads,11,11,1,,mp_kneepad_01h_lob,,m/mtl_mp_kneepads_01h,,,,,,,,,,
mp_shinguard_01a,kneepads,12,12,1,,mp_shinguard_01a_lob,,m/mtl_mp_shinguards_01a,,,,,,,,,,
mp_shinguard_04a,kneepads,13,13,1,,mp_shinguard_04a_lob,,m/mtl_mp_shinguards_04a,,,,,,,,,,
mp_shinguard_09a,kneepads,14,14,1,,mp_shinguard_09a_lob,,m/mtl_mp_shinguards_09a,,,,,,,,,,
mp_shinguard_08a,kneepads,15,15,1,,mp_shinguard_08a_lob,,m/mtl_mp_shinguards_08a,,,,,,,,,,
mp_kneepad_10,kneepads,16,16,1,,mp_kneepad_10_lob,,m/mtl_mp_kneepads_10,,,,,,,,,,
mp_kneepad_11,kneepads,17,17,1,,mp_kneepad_11_lob,,m/mtl_mp_kneepads_11,,,,,,,,,,
mp_shinguard_10a,kneepads,18,18,1,,mp_shinguard_10a_lob,,,,,,,,,,,,
mp_shinguard_06a,kneepads,19,19,1,,mp_shinguard_06a_lob,,,,,,,,,,,,
mp_shinguard_08o,kneepads,20,20,1,,mp_shinguard_08o_lob,,m/mtl_mp_shinguards_08o,,,,,,,,,,
mp_kneepad_03l,kneepads,21,21,1,,mp_kneepad_03l_lob,,,,,,,,,,,,
mp_kneepad_03u,kneepads,22,22,1,,mp_kneepad_03u_lob,,,,,,,,,,,,
mp_kneepad_12a,kneepads,23,23,1,,mp_kneepad_12a_lob,,m/mtl_mp_kneepads_12a,,,,,,,,,,
mp_shinguard_02di,kneepads,24,24,1,,mp_shinguard_02di_lob,,m/mtl_mp_shinguards_02di,,,,,,,,,,
mp_kneepad_13a,kneepads,25,25,1,,mp_kneepad_13a_lob,,m/mtl_mp_kneepads_13a,,,,,,,,,,
mp_kneepad_01punk,kneepads,26,26,1,,mp_kneepad_01punk_lob,,m/mtl_mp_kneepads_01punk,,,,,,,,,,
mp_glove_03a,gloves,1,1,0,none,mp_glove_03a_lob,mp_view_gloves_03a,m/mtl_mp_gloves_03a_exo,m/mtl_mp_view_gloves_03a_exo,,,,,,,,,
mp_glove_02a,gloves,2,2,0,,mp_glove_02a_lob,mp_view_gloves_02a,m/mtl_mp_gloves_02a_exo,m/mtl_mp_view_gloves_02a_exo,,,,,,,,,
mp_gloves_12a,gloves,3,3,0,,mp_gloves_12a_lob,mp_view_gloves_12a,m/mtl_mp_gloves_12a_exo,m/mtl_mp_view_gloves_12_exo,,,,,,,,,
mp_glove_03n,gloves,4,7,0,,mp_glove_03n_lob,mp_view_gloves_03n,,,,,,,,,,,
mp_glove_03z,gloves,5,8,0,,mp_glove_03z_lob,mp_view_gloves_03z,,,,,,,,,,,
mp_glove_03c,gloves,6,11,0,,mp_glove_03c_lob,mp_view_gloves_03c,,,,,,,,,,,
mp_glove_10a,gloves,7,12,0,,mp_glove_10a_lob,mp_view_gloves_10a,m/mtl_mp_gloves_10,m/mtl_mp_view_gloves_10,,,,,,,,,
mp_glove_03e,gloves,8,13,0,,mp_glove_03e_lob,mp_view_gloves_03e,,,,,,,,,,,
mp_glove_11a,gloves,9,14,0,,mp_glove_11a_lob,mp_view_gloves_11a,m/mtl_mp_gloves_11,m/mtl_mp_view_gloves_11,,,,,,,,,
mp_glove_03d,gloves,10,16,0,,mp_glove_03d_lob,mp_view_gloves_03d,,,,,,,,,,,
mp_glove_02g,gloves,11,17,0,,mp_glove_02g_lob,mp_view_gloves_02g,,,,,,,,,,,
mp_glove_03h,gloves,12,18,0,,mp_glove_03h_lob,mp_view_gloves_03h,,,,,,,,,,,
mp_glove_03i,gloves,13,19,0,,mp_glove_03i_lob,mp_view_gloves_03i,,,,,,,,,,,
mp_glove_03b,gloves,14,20,0,,mp_glove_03b_lob,mp_view_gloves_03b,,,,,,,,,,,
mp_gloves_12s,gloves,15,21,0,,mp_gloves_12s_lob,mp_view_gloves_12s,,,,,,,,,,,
mp_gloves_12d,gloves,16,22,0,,mp_gloves_12d_lob,mp_view_gloves_12d,,,,,,,,,,,
mp_glove_03x,gloves,17,23,0,,mp_glove_03x_lob,mp_view_gloves_03x,,,,,,,,,,,
mp_glove_02c,gloves,18,24,0,,mp_glove_02c_lob,mp_view_gloves_02c,,,,,,,,,,,
mp_glove_02j,gloves,19,25,0,,mp_glove_02j_lob,mp_view_gloves_02j,,,,,,,,,,,
mp_glove_02f,gloves,20,26,0,,mp_glove_02f_lob,mp_view_gloves_02f,,,,,,,,,,,
