a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65
228,3445,weapon_assault,WEAPON_M182SPRLOOT9,iw5_m182sprloot9,,weapon_m182spr_loot9,WEAPON_M182SPR_DESC,9,weapon_stow_mid_up,,lasersight,trackrounds,foregrip,parabolicmicrophone,gl,,,,,,,,,,,,,,,,,,,,,,,,,quickdraw,13,11,12,7,10,9,5,3,0x10000CD,,,loot,1,,0,0,run_and_gun,veteran,m182spr,2,1,,,1,
229,3446,weapon_heavy,WEAPON_ASAW,iw5_asaw,,weapon_asaw,WEAPON_ASAW_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,firerate,xmags,,,,,,,,,,,,,,,6,10,15,15,8,6,5,4,0x10000CE,,,,0,,0,0,run_and_gun,veteran,asaw,0,,,,,
230,7428,weapon_projectile,WEAPON_MAAWSLOOT0,iw5_maawsloot0,2,weapon_maaws_loot0,WEAPON_MAAWS_DESC,8,weapon_at4_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D0,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,maaws,0,1,,1,1,
231,3448,weapon_projectile,WEAPON_MAAWSLOOT1,iw5_maawsloot1,2,weapon_maaws_loot1,WEAPON_MAAWS_DESC,8,weapon_at4_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D1,,,challenge,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,maaws,1,,,1,,
232,3449,weapon_projectile,WEAPON_MAAWSLOOT2,iw5_maawsloot2,2,weapon_maaws_loot2,WEAPON_MAAWS_DESC,8,weapon_at4_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D2,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,maaws,2,1,,1,1,
233,3450,weapon_projectile,WEAPON_MAAWSLOOT3,iw5_maawsloot3,2,weapon_maaws_loot3,WEAPON_MAAWS_DESC,8,weapon_at4_stow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D3,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,maaws,2,1,,1,1,
234,3451,weapon_projectile,WEAPON_STINGERM7LOOT0,iw5_stingerm7loot0,2,weapon_stingerm7_loot0,WEAPON_STINGERM7_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D4,,,loot,1,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,stingerm7,0,1,,1,1,
235,3452,weapon_projectile,WEAPON_STINGERM7LOOT1,iw5_stingerm7loot1,2,weapon_stingerm7_loot1,WEAPON_STINGERM7_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D5,,,challenge,1,,0,0,run_and_gun|cqb|camper,hardened|veteran,stingerm7,1,,,1,,
236,3453,weapon_projectile,WEAPON_STINGERM7LOOT2,iw5_stingerm7loot2,2,weapon_stingerm7_loot2,WEAPON_STINGERM7_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D6,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,stingerm7,2,1,,1,1,
237,3454,weapon_projectile,WEAPON_STINGERM7LOOT3,iw5_stingerm7loot3,2,weapon_stingerm7_loot3,WEAPON_STINGERM7_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D7,,,loot,1,,0,0,run_and_gun|cqb|camper,veteran,stingerm7,2,1,,1,1,
238,3455,weapon_special,WEAPON_MICRODRONELAUNCHERLOOT0,iw5_microdronelauncherloot0,,weapon_microdronelauncher_loot0,WEAPON_MICRODRONELAUNCHER_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D8,,,loot,1,,0,0,run_and_gun,hardened|veteran,microdronelauncher,0,1,,1,1,
239,3456,weapon_special,WEAPON_MICRODRONELAUNCHERLOOT1,iw5_microdronelauncherloot1,,weapon_microdronelauncher_loot1,WEAPON_MICRODRONELAUNCHER_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000D9,,,challenge,1,,0,0,run_and_gun,hardened|veteran,microdronelauncher,1,,,1,,
240,3457,weapon_special,WEAPON_MICRODRONELAUNCHERLOOT2,iw5_microdronelauncherloot2,,weapon_microdronelauncher_loot2,WEAPON_MICRODRONELAUNCHER_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000DA,,,loot,1,,0,0,run_and_gun,veteran,microdronelauncher,2,1,,1,1,
241,3458,weapon_special,WEAPON_MICRODRONELAUNCHERLOOT3,iw5_microdronelauncherloot3,,weapon_microdronelauncher_loot3,WEAPON_MICRODRONELAUNCHER_DESC,8,weapon_stow_mid_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,,,0x10000DB,,,loot,1,,0,0,run_and_gun,veteran,microdronelauncher,2,1,,1,1,
242,3459,weapon_sniper,WEAPON_GM6,iw5_gm6greenband,,weapon_gm6,PERKS_SNIPER_SEMIAUTO,9,weapon_stow_mid_up,,opticsacog2,opticsthermal,parabolicmicrophone,silencer01,xmags,stabilizer,scopevz,trackrounds,,,,,,,,,,,,,,,,,,,,,,,10,14,19,5,8,4,5,4,0x10000DC,,,,0,,0,0,,,,0,,,,,
243,3460,weapon_special,WEAPON_RIOTSHIELD,iw5_riotshieldt6,,weapon_riotshield,WEAPON_RIOTSHIELD_DESC,8,weapon_stow_mid_up,,shieldfastmelee,shieldshockplant,shieldfastplant,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,1,1,0x10000DD,,,,0,,0,0,run_and_gun,regular|hardened|veteran,riotshieldt6,0,,,1,,
244,3461,weapon_heavy,WEAPON_EXOXMG,iw5_exoxmgjugg,,weapon_exoxmg,PERKS_AR_OPPOSITE_RECOIL,8,weapon_stow_mid_up,,trackrounds,stock,longrange,,,,,,,,,,,,,,,,,,,,,,,,,,,akimbo,7,7,7,7,7,7,,,0x1000184,,,,0,,0,0,,,,0,,,,,
245,3462,weapon_heavy,WEAPON_EXOXMG,iw5_exoxmg,,weapon_exoxmg,WEAPON_EXOXMG_DESC,8,weapon_stow_mid_up,,lasersight,trackrounds,firerate,xmags,parabolicmicrophone,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,14,14,7,5,5,4,0x10000DF,,,,0,,0,0,run_and_gun|cqb|camper,regular|hardened|veteran,exoxmg,0,,,,,
246,3463,weapon_heavy,WEAPON_EPM3,iw5_epm3,,weapon_epm3,WEAPON_EPM3_DESC,8,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsacog2,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,heatsink,,,,,,,,,,,,,,,,,,,,11,10,17,10,8,4,,,0x1000185,,,,0,,0,0,run_and_gun|cqb,hardened|veteran,epm3,0,,,,,
247,3464,weapon_assault,WEAPON_HIMARLOOT0,iw5_himarloot0,,weapon_himar_loot0,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,9,15,8,9,10,9,5,4,0x10000E1,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,0,1,,,1,
248,3465,weapon_assault,WEAPON_HIMARLOOT1,iw5_himarloot1,,weapon_himar_loot1,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,9,14,9,9,9,10,5,4,0x10000E2,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,0,1,,,1,
249,3466,weapon_assault,WEAPON_HIMARLOOT2,iw5_himarloot2,,weapon_himar_loot2,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,14,9,9,11,9,5,4,0x10000E3,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,0,1,,,1,
250,3467,weapon_assault,WEAPON_HIMARLOOT3,iw5_himarloot3,,weapon_himar_loot3,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,9,14,9,10,10,8,5,4,0x10000E4,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,0,1,,,1,
251,3468,weapon_assault,WEAPON_HIMARLOOT4,iw5_himarloot4,,weapon_himar_loot4,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,8,14,8,11,10,9,5,4,0x10000E5,,,challenge,1,,0,0,run_and_gun,hardened|veteran,himar,1,,,,,
252,3469,weapon_assault,WEAPON_HIMARLOOT5,iw5_himarloot5,,weapon_himar_loot5,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,lasersight,9,14,8,9,10,9,5,4,0x10000E6,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,1,1,,,1,
253,3470,weapon_assault,WEAPON_HIMARLOOT6,iw5_himarloot6,,weapon_himar_loot6,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,silencer01,9,14,9,9,10,8,5,4,0x10000E7,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,1,1,,,1,
254,3471,weapon_assault,WEAPON_HIMARLOOT7,iw5_himarloot7,,weapon_himar_loot7,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,foregrip,silencer01,quickdraw,gl,xmags,,,,,,,,,,,,,,,,,parabolicmicrophone,9,13,9,9,10,9,5,4,0x10000E8,,,loot,1,,0,0,run_and_gun,hardened|veteran,himar,1,1,,,1,
255,3472,weapon_assault,WEAPON_HIMARLOOT8,iw5_himarloot8,,weapon_himar_loot8,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,12,14,9,9,10,8,5,3,0x10000E9,,,loot,1,,0,0,run_and_gun,veteran,himar,2,1,,,1,
256,3473,weapon_assault,WEAPON_HIMARLOOT9,iw5_himarloot9,,weapon_himar_loot9,WEAPON_HIMAR_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,,7,15,11,8,10,9,5,4,0x10000EA,,,loot,1,,0,0,run_and_gun,veteran,himar,2,1,,,1,
257,3474,weapon_assault,WEAPON_HBRA3LOOT0,iw5_hbra3loot0,,weapon_hbra3_loot0,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,9,8,8,10,10,15,5,4,0x10000EB,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,0,1,,,1,
258,3475,weapon_assault,WEAPON_HBRA3LOOT1,iw5_hbra3loot1,,weapon_hbra3_loot1,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,10,8,8,9,11,14,5,4,0x10000EC,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,0,1,,,1,
259,3476,weapon_assault,WEAPON_HBRA3LOOT2,iw5_hbra3loot2,,weapon_hbra3_loot2,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,10,7,9,10,10,14,5,4,0x10000ED,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,0,1,,,1,
260,3477,weapon_assault,WEAPON_HBRA3LOOT3,iw5_hbra3loot3,,weapon_hbra3_loot3,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,11,8,7,10,10,14,5,4,0x10000EE,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,0,1,,,1,
261,3478,weapon_assault,WEAPON_HBRA3LOOT4,iw5_hbra3loot4,,weapon_hbra3_loot4,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,gl,xmags,,,,,,,,,,,,,,,dualmag,9,8,8,10,10,14,5,4,0x10000EF,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,1,1,,,1,
262,3479,weapon_assault,WEAPON_HBRA3LOOT5,iw5_hbra3loot5,,weapon_hbra3_loot5,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,10,9,9,10,10,12,5,4,0x10000F0,,,challenge,1,,0,0,run_and_gun,hardened|veteran,hbra3,1,,,,,
263,3480,weapon_assault,WEAPON_HBRA3LOOT6,iw5_hbra3loot6,,weapon_hbra3_loot6,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,11,8,8,8,10,15,5,4,0x10000F1,,,challenge,1,,0,0,run_and_gun,hardened|veteran,hbra3,1,,,,,
264,3481,weapon_assault,WEAPON_HBRA3LOOT7,iw5_hbra3loot7,,weapon_hbra3_loot7,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,9,8,8,11,11,14,5,3,0x10000F2,,,loot,1,,0,0,run_and_gun,hardened|veteran,hbra3,1,1,,,1,
265,3482,weapon_assault,WEAPON_HBRA3LOOT8,iw5_hbra3loot8,,weapon_hbra3_loot8,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,,,,,,,10,9,8,12,10,13,5,4,0x10000F3,,,loot,1,,0,0,run_and_gun,veteran,hbra3,2,1,,,1,
266,3483,weapon_assault,WEAPON_HBRA3LOOT9,iw5_hbra3loot9,,weapon_hbra3_loot9,WEAPON_HBRA3_DESC,9,weapon_stow_mid_up,,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,quickdraw,dualmag,gl,xmags,,,,,,,,,,,,,,,,,,,,opticsreddot,9,8,7,10,10,16,5,4,0x10000F4,,,loot,1,,0,0,run_and_gun,veteran,hbra3,2,1,,,1,
267,3484,weapon_smg,WEAPON_ASM1LOOT0,iw5_asm1loot0,,weapon_asm1_loot0,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,11,5,11,12,14,,,0x10000F5,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,asm1,0,1,,,1,
268,3485,weapon_smg,WEAPON_ASM1LOOT1,iw5_asm1loot1,,weapon_asm1_loot1,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,6,12,6,10,12,14,,,0x10000F6,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,asm1,0,1,,,1,
269,3486,weapon_smg,WEAPON_ASM1LOOT2,iw5_asm1loot2,,weapon_asm1_loot2,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,6,10,7,11,12,14,,,0x10000F7,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,asm1,0,1,,,1,
270,3487,weapon_smg,WEAPON_ASM1LOOT3,iw5_asm1loot3,,weapon_asm1_loot3,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,6,11,6,10,13,14,,,0x10000F8,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,asm1,0,1,,,1,
271,3488,weapon_smg,WEAPON_ASM1LOOT4,iw5_asm1loot4,,weapon_asm1_loot4,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,xmags,,,,,,,,,,,,,,firerate,6,11,6,12,12,13,,,0x10000F9,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,asm1,1,1,,,1,
272,3489,weapon_smg,WEAPON_ASM1LOOT5,iw5_asm1loot5,,weapon_asm1_loot5,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,8,11,6,11,12,12,,,0x10000FA,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,asm1,1,1,,,1,
273,3490,weapon_smg,WEAPON_ASM1LOOT6,iw5_asm1loot6,,weapon_asm1_loot6,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,6,11,8,11,11,13,,,0x10000FB,,,challenge,1,,0,0,run_and_gun|cqb,hardened|veteran,asm1,1,,,,,
274,3491,weapon_smg,WEAPON_ASM1LOOT7,iw5_asm1loot7,,weapon_asm1_loot7,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,5,12,5,11,12,15,,,0x10000FC,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,asm1,1,1,,,1,
275,3492,weapon_smg,WEAPON_ASM1LOOT8,iw5_asm1loot8,,weapon_asm1_loot8,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,3,12,8,11,12,14,,,0x10000FD,,,loot,1,,0,0,run_and_gun|cqb,veteran,asm1,2,1,,,1,
276,3493,weapon_smg,WEAPON_ASM1LOOT9,iw5_asm1loot9,,weapon_asm1_loot9,WEAPON_ASM1_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,firerate,,,,,,,,,,,,,,,xmags,6,10,5,13,12,14,,,0x10000FE,,,loot,1,,0,0,run_and_gun|cqb,veteran,asm1,2,1,,,1,
277,3494,weapon_smg,WEAPON_KF5LOOT0,iw5_kf5loot0,,weapon_kf5_loot0,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,7,12,9,12,13,5,4,0x10000FF,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,kf5,0,1,,,1,
278,3495,weapon_smg,WEAPON_KF5LOOT1,iw5_kf5loot1,,weapon_kf5_loot1,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,7,11,8,13,14,5,4,0x1000100,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,kf5,0,1,,,1,
279,3496,weapon_smg,WEAPON_KF5LOOT2,iw5_kf5loot2,,weapon_kf5_loot2,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,6,11,10,12,14,5,4,0x1000101,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,kf5,0,1,,,1,
280,3497,weapon_smg,WEAPON_KF5LOOT3,iw5_kf5loot3,,weapon_kf5_loot3,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,8,6,11,9,12,14,5,4,0x1000102,,,loot,1,,0,0,run_and_gun|cqb,regular|hardened|veteran,kf5,0,1,,,1,
281,3498,weapon_smg,WEAPON_KF5LOOT4,iw5_kf5loot4,,weapon_kf5_loot4,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,,,,,,,8,8,10,9,12,14,5,4,0x1000103,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,kf5,1,1,,,1,
282,3499,weapon_smg,WEAPON_KF5LOOT5,iw5_kf5loot5,,weapon_kf5_loot5,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,6,6,13,9,12,14,5,4,0x1000104,,,challenge,1,,0,0,run_and_gun|cqb,hardened|veteran,kf5,1,,,,,
283,3500,weapon_smg,WEAPON_KF5LOOT6,iw5_kf5loot6,,weapon_kf5_loot6,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,7,12,9,13,14,5,2,0x1000105,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,kf5,1,1,,,1,
284,3501,weapon_smg,WEAPON_KF5LOOT7,iw5_kf5loot7,,weapon_kf5_loot7,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,quickdraw,dualmag,firerate,xmags,,,,,,,,,,,,,,7,7,11,8,14,14,4,4,0x1000106,,,loot,1,,0,0,run_and_gun|cqb,hardened|veteran,kf5,1,1,,,1,
285,3502,weapon_smg,WEAPON_KF5LOOT8,iw5_kf5loot8,,weapon_kf5_loot8,WEAPON_KF5_DESC,10,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,trackrounds,foregrip,silencer01,parabolicmicrophone,longrange,,,,,,,,,,,,,,,,,,,6,7,11,12,12,14,5,4,0x1000107,,,loot,1,,0,0,run_and_gun|cqb,veteran,kf5,2,1,,,1,
